id,title,subject,grade,standard,chapter,difficulty,estimated_duration,question,content_type,options,correct_answer,explanation,hints,scaffold_steps,supported_learning_modes,theme_tags,icon_name
6aad5689c039c717b080ad40,Halves and Quarters (Fraction Representation) (APPLICATION),Mathematics,4,Class 4,Halves and Quarters (Fraction Basics),3,3,"A round chapati is cut into 4 equal quarters. If you eat 2 of the quarters, what fraction of the chapati have you eaten?",multiple_choice,"[""1/2 (Half)"", ""1/4 (One quarter)"", ""3/4 (Three quarters)"", ""1/3 (One third)""]",1/2 (Half),2 parts out of 4 equal parts is 2/4. Dividing numerator and denominator by 2 gives 1/2 (one half).,"[""2 out of 4 equal parts."", ""2 is exactly half of 4."", ""2/4 = 1/2.""]","[""Step 1: Fraction = 2/4."", ""Step 2: Simplify by dividing by 2: (2\u00f72)/(4\u00f72) = 1/2."", ""Step 3: Fraction is 1/2.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad42,Tables and Shares (Division with Equal Sets) (APPLICATION),Mathematics,4,Class 4,Tables and Shares (Division & Word Problems),3,3,A teacher distributes 28 colorful craft papers equally among 4 student groups. How many craft papers does each group receive?,multiple_choice,"[""7 craft papers"", ""6 craft papers"", ""8 craft papers"", ""9 craft papers""]",7 craft papers,Divide total craft papers by groups: 28 ÷ 4 = 7 papers per group.,"[""Think: 4 times what number equals 28?"", ""4 \u00d7 7 = 28."", ""Each group gets 7 craft papers.""]","[""Step 1: Total = 28."", ""Step 2: Groups = 4."", ""Step 3: 28 \u00f7 4 = 7.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad44,Fields and Fences (Perimeter of a Rectangle) (APPLICATION),Mathematics,4,Class 4,Fields and Fences (Perimeter & Area Intro),3,3,A rectangular vegetable patch is 8 metres long and 5 metres wide. What length of wire fence is needed to enclose the entire boundary?,multiple_choice,"[""26 metres"", ""40 metres"", ""13 metres"", ""24 metres""]",26 metres,Perimeter = 2 × (Length + Width) = 2 × (8 + 5) = 2 × 13 = 26 metres.,"[""Add all 4 sides: 8 + 5 + 8 + 5."", ""8 + 5 = 13, and 13 \u00d7 2 = 26."", ""The perimeter is 26 metres.""]","[""Step 1: Length = 8 m, Width = 5 m."", ""Step 2: Sum of two sides = 8 + 5 = 13 m."", ""Step 3: Perimeter = 13 \u00d7 2 = 26 m.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad46,"The Fish Tale (Speed, Distance, Time & Large Numbers) (APPLICATION)",Mathematics,5,Class 5,The Fish Tale (Large Numbers & Speed-Time),3,3,A fisherman's motorboat travels across the sea at a steady speed of 20 kilometres per hour. How far will the boat travel in 3 hours?,multiple_choice,"[""60 kilometres"", ""40 kilometres"", ""50 kilometres"", ""80 kilometres""]",60 kilometres,Distance = Speed × Time = 20 km/h × 3 hours = 60 kilometres.,"[""Distance = Speed \u00d7 Time."", ""Multiply 20 by 3."", ""20 \u00d7 3 = 60 km.""]","[""Step 1: Speed = 20 km/h."", ""Step 2: Time = 3 hours."", ""Step 3: Distance = 20 \u00d7 3 = 60 km.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad48,Shapes and Angles (Types of Angles) (APPLICATION),Mathematics,5,Class 5,Shapes and Angles,3,3,What is the exact name of an angle that forms a perfect 'L' square corner and measures exactly 90 degrees?,multiple_choice,"[""Right angle"", ""Acute angle"", ""Obtuse angle"", ""Reflex angle""]",Right angle,An angle of exactly 90 degrees is defined as a Right Angle.,"[""It looks like the letter L."", ""The corner of a square is 90\u00b0."", ""It is called a right angle.""]","[""Step 1: Angle measure = 90\u00b0."", ""Step 2: Geometry classification = Right angle."", ""Step 3: Choose 'Right angle'.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad4a,How Many Squares? (Area of a Rectangle) (APPLICATION),Mathematics,5,Class 5,How Many Squares? (Area & Grid Units),3,3,A rectangular bookmark is 6 cm long and 4 cm wide. How many square centimetres (sq cm) of paper are there on its surface area?,multiple_choice,"[""24 sq cm"", ""20 sq cm"", ""10 sq cm"", ""28 sq cm""]",24 sq cm,Area of rectangle = Length × Width = 6 cm × 4 cm = 24 sq cm.,"[""Area = Length \u00d7 Width."", ""Multiply 6 by 4."", ""6 \u00d7 4 = 24 sq cm.""]","[""Step 1: Length = 6 cm, Width = 4 cm."", ""Step 2: Area formula = L \u00d7 W."", ""Step 3: 6 \u00d7 4 = 24 sq cm.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad4c,Parts and Wholes (Fraction Addition) (APPLICATION),Mathematics,5,Class 5,Parts and Wholes (Advanced Fractions),3,3,Reena ate 1/4 of a chocolate bar in the morning and 2/4 of the same bar in the afternoon. What total fraction did she eat?,multiple_choice,"[""3/4"", ""3/8"", ""1/2"", ""2/4""]",3/4,"When denominators are the same, add numerators: 1/4 + 2/4 = (1 + 2)/4 = 3/4.","[""Denominators are both 4."", ""Add the top numbers: 1 + 2 = 3."", ""The total is 3/4.""]","[""Step 1: Common denominator = 4."", ""Step 2: Numerators sum = 1 + 2 = 3."", ""Step 3: Fraction = 3/4.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad4e,"Be My Multiple, I'll be Your Factor (LCM) (APPLICATION)",Mathematics,5,Class 5,"Be My Multiple, I'll be Your Factor",3,3,What is the SMALLEST positive common multiple (LCM) shared by both the numbers 4 and 6?,multiple_choice,"[""12"", ""24"", ""10"", ""18""]",12,"Multiples of 4: 4, 8, 12, 16... Multiples of 6: 6, 12, 18... The least common multiple is 12.","[""List multiples of 4: 4, 8, 12, 16."", ""List multiples of 6: 6, 12, 18."", ""The smallest shared number is 12.""]","[""Step 1: Multiples of 4 = 4, 8, 12, 16, 20."", ""Step 2: Multiples of 6 = 6, 12, 18, 24."", ""Step 3: Smallest common number = 12.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad50,Tenths and Hundredths (Decimal Currency) (APPLICATION),Mathematics,5,Class 5,Tenths and Hundredths (Decimals),3,3,"If a postage stamp costs 75 paise, how is this amount correctly written in Indian Rupees using a decimal point?",multiple_choice,"[""\u20b90.75"", ""\u20b97.50"", ""\u20b975.00"", ""\u20b90.075""]",₹0.75,"1 Rupee = 100 paise. Therefore, 75 paise = 75/100 = ₹0.75.","[""100 paise = \u20b91.00."", ""75 paise is less than 1 Rupee."", ""It is written as \u20b90.75.""]","[""Step 1: Conversion rate: 100 paise = \u20b91."", ""Step 2: 75 \u00f7 100 = 0.75."", ""Step 3: \u20b90.75.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad52,Area and its Boundary (Square Area & Perimeter) (APPLICATION),Mathematics,5,Class 5,Area and its Boundary,3,3,A square tile has side length of 5 cm. What are its PERIMETER (boundary) and its AREA (surface)?,multiple_choice,"[""Perimeter = 20 cm, Area = 25 sq cm"", ""Perimeter = 25 cm, Area = 20 sq cm"", ""Perimeter = 10 cm, Area = 15 sq cm"", ""Perimeter = 20 cm, Area = 20 sq cm""]","Perimeter = 20 cm, Area = 25 sq cm",Perimeter = 4 × side = 4 × 5 = 20 cm. Area = side × side = 5 × 5 = 25 sq cm.,"[""Perimeter = 4 \u00d7 side = 4 \u00d7 5 = 20 cm."", ""Area = side \u00d7 side = 5 \u00d7 5 = 25 sq cm."", ""Perimeter is 20 cm, Area is 25 sq cm.""]","[""Step 1: Side = 5 cm."", ""Step 2: Perimeter = 4 \u00d7 5 = 20 cm."", ""Step 3: Area = 5 \u00d7 5 = 25 sq cm.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad54,Knowing Our Numbers (Place Value & Rounding) (APPLICATION),Mathematics,6,Class 6,Knowing Our Numbers,2,3,"According to the Indian place value system, how is the number 7,54,320 written in words, and what is its value when rounded to the nearest thousand?",multiple_choice,"[""Seven lakh fifty-four thousand three hundred twenty; rounded to nearest thousand is 7,54,000"", ""Seven million fifty-four thousand; rounded to nearest thousand is 7,55,000"", ""Seventy-five thousand four hundred thirty-two; rounded is 75,000"", ""Seven lakh five thousand four hundred twenty; rounded is 7,00,000""]","Seven lakh fifty-four thousand three hundred twenty; rounded to nearest thousand is 7,54,000","7,54,320 is 'Seven lakh fifty-four thousand three hundred twenty'. The hundreds digit is 3 (< 5), so rounding to the nearest thousand gives 7,54,000.","[""Check the periods: lakhs, thousands, hundreds."", ""To round to nearest thousand, check the hundreds digit (3)."", ""Since 3 is less than 5, keep the thousands digit as 4.""]","[""Step 1: Read periods: 7 (lakhs), 54 (thousands), 320 (ones)."", ""Step 2: Check hundreds digit: 3 < 5."", ""Step 3: 7,54,320 rounds down to 7,54,000.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad56,Whole Numbers (Properties & Number Line) (APPLICATION),Mathematics,6,Class 6,Whole Numbers,2,3,Which of the following statements about whole numbers is TRUE?,multiple_choice,"[""Every whole number has a successor, but 0 does not have a predecessor in whole numbers"", ""Division by zero yields a whole number equal to zero"", ""Subtraction of any two whole numbers always gives a whole number"", ""The natural number 1 has no predecessor in natural numbers or whole numbers""]","Every whole number has a successor, but 0 does not have a predecessor in whole numbers","Whole numbers start at 0 (0, 1, 2, ...). 0 has no predecessor in the set of whole numbers, but every whole number n has successor n+1. Division by 0 is undefined.","[""What comes before zero in whole numbers?"", ""Are negative numbers included in whole numbers?"", ""Whole numbers start at 0, so 0 has no predecessor in whole numbers.""]","[""Step 1: Recall definition of W = {0, 1, 2, 3...}."", ""Step 2: Predecessor means n - 1."", ""Step 3: 0 - 1 = -1, which is not a whole number.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad58,"Playing with Numbers (HCF, LCM & Divisibility) (APPLICATION)",Mathematics,6,Class 6,Playing with Numbers,2,3,"Two neon signs blink at intervals of 12 seconds and 18 seconds respectively. If they blink together at 8:00 PM, after how many seconds will they next blink together simultaneously?",multiple_choice,"[""36 seconds"", ""24 seconds"", ""48 seconds"", ""72 seconds""]",36 seconds,"The simultaneous blink time is the LCM of 12 and 18. Multiples of 12: 12, 24, 36, 48... Multiples of 18: 18, 36, 54... The lowest common multiple is 36.","[""We need the smallest common multiple of 12 and 18."", ""List the multiples of 18: 18, 36, 54..."", ""Is 36 divisible by 12? Yes: 12 * 3 = 36.""]","[""Step 1: Identify that simultaneous occurrence requires LCM."", ""Step 2: Prime factors: 12 = 2^2 * 3, 18 = 2 * 3^2."", ""Step 3: LCM = 2^2 * 3^2 = 4 * 9 = 36 seconds.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad5a,"Basic Geometrical Ideas (Points, Lines & Polygons) (APPLICATION)",Mathematics,6,Class 6,Basic Geometrical Ideas,2,3,Which of the following geometric figures has exactly ONE endpoint and extends infinitely in the other direction?,multiple_choice,"[""Ray"", ""Line segment"", ""Straight line"", ""Diagonal""]",Ray,"A ray has one starting endpoint (origin) and extends endlessly in one direction (e.g., ray AB starts at A and goes through B endlessly).","[""Think about a sunbeam or flashlight beam."", ""It starts at the bulb and goes outward forever."", ""This figure is called a ray.""]","[""Step 1: Line segment has 2 endpoints."", ""Step 2: Line has 0 endpoints (infinite in both directions)."", ""Step 3: Ray has exactly 1 endpoint.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad5c,Integers (Number Line & Signed Arithmetic) (APPLICATION),Mathematics,6,Class 6,Integers,2,3,"In Leh Ladakh, the temperature on Monday night was -4°C. On Tuesday, the temperature dropped by another 6°C. What was the temperature on Tuesday?",multiple_choice,"[""-10\u00b0C"", ""-2\u00b0C"", ""2\u00b0C"", ""10\u00b0C""]",-10°C,"Starting at -4°C, dropping by 6°C means moving 6 units to the left on the number line: -4 - 6 = -(4 + 6) = -10°C.","[""A drop in temperature means subtraction."", ""Start at -4 on the number line and move left by 6."", ""-4 - 6 = -10.""]","[""Step 1: Initial temperature = -4\u00b0C."", ""Step 2: Temperature drop = - 6\u00b0C."", ""Step 3: -4 - 6 = -10\u00b0C.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad5e,Fractions and Decimals (Equivalent Fractions) (APPLICATION),Mathematics,6,Class 6,Fractions and Decimals,2,3,A carpenter cuts 3/5 of a wooden plank. Which of the following is equivalent to 3/5 in decimal notation?,multiple_choice,"[""0.6"", ""0.35"", ""0.53"", ""0.15""]",0.6,3/5 can be converted to decimal by multiplying numerator and denominator by 2: (3 * 2) / (5 * 2) = 6/10 = 0.6.,"[""Convert the denominator 5 to 10."", ""Multiply both top and bottom by 2."", ""3 * 2 = 6, and 6/10 = 0.6.""]","[""Step 1: Fraction is 3/5."", ""Step 2: Equivalent fraction with base 10 = (3 * 2)/(5 * 2) = 6/10."", ""Step 3: 6/10 = 0.6.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad60,Introduction to Algebra (Variables & Expressions) (APPLICATION),Mathematics,6,Class 6,Introduction to Algebra,2,3,"Raju makes triangular shapes using matchsticks. Each triangle requires 3 matchsticks. If 'n' represents the number of triangles made, which expression gives the total number of matchsticks required?",multiple_choice,"[""3n"", ""3 + n"", ""n / 3"", ""n - 3""]",3n,"Each triangle requires 3 matchsticks. For 'n' triangles, the total number of matchsticks is 3 multiplied by n, written as 3n.","[""For 1 triangle: 3 * 1 = 3."", ""For 2 triangles: 3 * 2 = 6."", ""For n triangles: 3 * n = 3n.""]","[""Step 1: Matchsticks per triangle = 3."", ""Step 2: For n triangles, multiply 3 by n."", ""Step 3: Expression is 3n.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad62,Ratio and Proportion (Unitary Method) (APPLICATION),Mathematics,6,Class 6,Ratio and Proportion,2,3,"A recipe calls for 2 cups of sugar for every 3 cups of flour. If a baker uses 9 cups of flour, how many cups of sugar are needed to maintain the exact same ratio?",multiple_choice,"[""6 cups"", ""4 cups"", ""5 cups"", ""8 cups""]",6 cups,The ratio of sugar to flour is 2 : 3. To find sugar for 9 cups of flour: (2 / 3) * 9 = 2 * 3 = 6 cups.,"[""Write the ratio as 2 / 3 = x / 9."", ""Flour increased from 3 to 9 (multiplied by 3)."", ""Multiply sugar by 3: 2 * 3 = 6 cups.""]","[""Step 1: Ratio is 2 cups sugar : 3 cups flour."", ""Step 2: Flour used is 9 cups = 3 * 3."", ""Step 3: Sugar needed = 2 * 3 = 6 cups.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad64,Integers (Multiplication & Division Rules) (APPLICATION),Mathematics,7,Class 7,Integers,3,3,Evaluate the mathematical expression: (-12) * (-5) + (-30) / 6,multiple_choice,"[""55"", ""65"", ""-55"", ""-65""]",55,"First, (-12) * (-5) = +60. Next, (-30) / 6 = -5. Then, 60 + (-5) = 60 - 5 = 55.","[""Multiply first: what is (-12) * (-5)? It is +60."", ""Divide next: what is (-30) / 6? It is -5."", ""Now combine: 60 + (-5) = 55.""]","[""Step 1: (-12) * (-5) = +60 (neg * neg = pos)."", ""Step 2: (-30) / 6 = -5 (neg / pos = neg)."", ""Step 3: 60 + (-5) = 55.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad66,Fractions and Decimals (Multiplication & Division) (APPLICATION),Mathematics,7,Class 7,Fractions and Decimals,3,3,A rope of length 7/2 meters is cut into smaller pieces of length 1/4 meter each. How many pieces of rope are obtained?,multiple_choice,"[""14 pieces"", ""12 pieces"", ""16 pieces"", ""7 pieces""]",14 pieces,Divide total length by piece length: (7/2) / (1/4) = (7/2) * (4/1) = 28 / 2 = 14 pieces.,"[""To divide by a fraction, multiply by its reciprocal."", ""The reciprocal of 1/4 is 4/1."", ""(7/2) * 4 = 28 / 2 = 14.""]","[""Step 1: Formula = Total length / Piece length."", ""Step 2: (7/2) / (1/4) = (7/2) * 4."", ""Step 3: 28 / 2 = 14.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad68,"Data Handling (Mean, Median & Mode) (APPLICATION)",Mathematics,7,Class 7,Data Handling,3,3,"Find the median of the following test scores: 12, 18, 11, 25, 19, 14, 15.",multiple_choice,"[""15"", ""16"", ""18"", ""14""]",15,"First arrange data in ascending order: 11, 12, 14, 15, 18, 19, 25. With n = 7 (odd), the median is the 4th value: 15.","[""Always sort the numbers in ascending order first."", ""Sorted list: 11, 12, 14, 15, 18, 19, 25."", ""Which number sits exactly in the center? It is 15.""]","[""Step 1: Sort scores: 11, 12, 14, 15, 18, 19, 25."", ""Step 2: Total scores n = 7."", ""Step 3: Middle position = (7+1)/2 = 4th item = 15.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad6a,Simple Equations (Linear Equations in One Variable) (APPLICATION),Mathematics,7,Class 7,Simple Equations,3,3,Solve for x in the equation: 4x - 7 = 25,multiple_choice,"[""8"", ""7"", ""6"", ""9""]",8,Transpose -7 to RHS: 4x = 25 + 7 = 32. Divide both sides by 4: x = 32 / 4 = 8.,"[""Move -7 to the right side by adding 7."", ""4x = 25 + 7 = 32."", ""Divide 32 by 4: x = 8.""]","[""Step 1: 4x - 7 = 25."", ""Step 2: 4x = 25 + 7 = 32."", ""Step 3: x = 32 / 4 = 8.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad6c,Lines and Angles (Transversals & Angle Properties) (APPLICATION),Mathematics,7,Class 7,Lines and Angles,3,3,"Two angles are supplementary. If one angle measures 65°, what is the measure of the other angle?",multiple_choice,"[""115\u00b0"", ""25\u00b0"", ""125\u00b0"", ""35\u00b0""]",115°,"Supplementary angles have a sum of 180°. Therefore, the second angle is 180° - 65° = 115°.","[""Supplementary angles add up to 180\u00b0."", ""Subtract 65\u00b0 from 180\u00b0."", ""180 - 65 = 115\u00b0.""]","[""Step 1: Recall supplementary angle definition: a + b = 180\u00b0."", ""Step 2: Substitute: 65\u00b0 + b = 180\u00b0."", ""Step 3: b = 180\u00b0 - 65\u00b0 = 115\u00b0.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad6e,The Triangle and its Properties (Pythagoras & Angle Sum) (APPLICATION),Mathematics,7,Class 7,The Triangle and its Properties,3,3,A right-angled triangle has legs of lengths 6 cm and 8 cm. What is the length of its hypotenuse?,multiple_choice,"[""10 cm"", ""14 cm"", ""12 cm"", ""9 cm""]",10 cm,By Pythagoras theorem: Hypotenuse^2 = 6^2 + 8^2 = 36 + 64 = 100. Hypotenuse = sqrt(100) = 10 cm.,"[""Use Pythagoras theorem: c^2 = a^2 + b^2."", ""6^2 = 36 and 8^2 = 64."", ""36 + 64 = 100, and sqrt(100) = 10.""]","[""Step 1: Formula: c^2 = a^2 + b^2."", ""Step 2: c^2 = 6^2 + 8^2 = 36 + 64 = 100."", ""Step 3: c = sqrt(100) = 10 cm.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad70,"Comparing Quantities (Percentages, Profit/Loss & Simple Interest) (APPLICATION)",Mathematics,7,Class 7,Comparing Quantities,3,3,"A sum of Rs 5,000 is borrowed at an annual simple interest rate of 6% for 3 years. What is the total simple interest accrued?",multiple_choice,"[""Rs 900"", ""Rs 600"", ""Rs 1,500"", ""Rs 300""]",Rs 900,SI = (P * R * T) / 100 = (5000 * 6 * 3) / 100 = 50 * 18 = Rs 900.,"[""Use formula: SI = (P * R * T) / 100."", ""P = 5000, R = 6, T = 3."", ""(5000 * 18) / 100 = 50 * 18 = 900.""]","[""Step 1: Identify P = 5000, R = 6, T = 3."", ""Step 2: SI = (5000 * 6 * 3) / 100."", ""Step 3: SI = 50 * 18 = Rs 900.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad72,"Perimeter and Area (Triangles, Parallelograms & Circles) (APPLICATION)",Mathematics,7,Class 7,Perimeter and Area,3,3,"A circular flowerbed has a radius of 7 meters. Using pi = 22/7, what is the circumference (boundary perimeter) of the flowerbed?",multiple_choice,"[""44 meters"", ""154 meters"", ""22 meters"", ""88 meters""]",44 meters,Circumference C = 2 * pi * r = 2 * (22/7) * 7 = 2 * 22 = 44 meters.,"[""Circumference formula is 2 * pi * r."", ""Cancel the 7 in the denominator with radius 7."", ""2 * 22 = 44 meters.""]","[""Step 1: Formula = 2 * pi * r."", ""Step 2: C = 2 * (22/7) * 7."", ""Step 3: C = 2 * 22 = 44 m.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad74,Rational Numbers (Properties & Number Line) (APPLICATION),Mathematics,8,Class 8,Rational Numbers,3,3,Which of the following operations is NOT closed for the entire set of rational numbers?,multiple_choice,"[""Division"", ""Addition"", ""Multiplication"", ""Subtraction""]",Division,"The set of rational numbers is not closed under division because dividing any rational number by zero is undefined (e.g., 5/0 is not a rational number).","[""Can you divide any number by zero?"", ""Division by zero is undefined."", ""Therefore, rational numbers are not closed under division.""]","[""Step 1: Closure means applying an operation to any two members always produces a member of the set."", ""Step 2: Consider rational number a and rational number 0."", ""Step 3: a / 0 is undefined, violating closure.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad76,Linear Equations in One Variable (Variables on Both Sides) (APPLICATION),Mathematics,8,Class 8,Linear Equations in One Variable,3,3,Solve the linear equation for x: 5x - 7 = 2x + 8,multiple_choice,"[""5"", ""3"", ""-5"", ""1""]",5,Transpose 2x to LHS and -7 to RHS: 5x - 2x = 8 + 7 => 3x = 15 => x = 15 / 3 = 5.,"[""Move 2x to the left: 5x - 2x = 3x."", ""Move -7 to the right: 8 + 7 = 15."", ""Divide 15 by 3 to get x.""]","[""Step 1: 5x - 7 = 2x + 8."", ""Step 2: 5x - 2x = 8 + 7."", ""Step 3: 3x = 15 => x = 5.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad78,Understanding Quadrilaterals (Properties & Angle Sum) (APPLICATION),Mathematics,8,Class 8,Understanding Quadrilaterals,3,3,"In a parallelogram ABCD, angle A measures 75°. What is the measure of adjacent angle B?",multiple_choice,"[""105\u00b0"", ""75\u00b0"", ""115\u00b0"", ""85\u00b0""]",105°,"In any parallelogram, adjacent angles are consecutive interior angles between parallel lines and are therefore supplementary: Angle B = 180° - 75° = 105°.","[""Adjacent angles in a parallelogram add up to 180\u00b0."", ""Subtract 75\u00b0 from 180\u00b0."", ""180 - 75 = 105\u00b0.""]","[""Step 1: Adjacent angles of a parallelogram are supplementary."", ""Step 2: Angle A + Angle B = 180\u00b0."", ""Step 3: Angle B = 180\u00b0 - 75\u00b0 = 105\u00b0.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad7a,Squares and Square Roots (Pythagorean Triplets & Long Division) (APPLICATION),Mathematics,8,Class 8,Squares and Square Roots,3,3,"What is the square root of the number 1,225?",multiple_choice,"[""35"", ""25"", ""45"", ""37""]",35,"Prime factorisation of 1225: 5 * 5 * 7 * 7 = (5 * 7)^2 = 35^2. Therefore, sqrt(1225) = 35.","[""The number ends in 25, so its square root must end in 5."", ""Test 35: 35 * 35 = 1225."", ""The square root is 35.""]","[""Step 1: 1225 = 5 * 245 = 5 * 5 * 49 = 5^2 * 7^2."", ""Step 2: sqrt(1225) = sqrt(5^2 * 7^2) = 5 * 7."", ""Step 3: 5 * 7 = 35.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad7c,Cubes and Cube Roots (Prime Factorisation Method) (APPLICATION),Mathematics,8,Class 8,Cubes and Cube Roots,3,3,"Find the cube root of the integer 3,375 using prime factorisation.",multiple_choice,"[""15"", ""25"", ""13"", ""17""]",15,Prime factorisation of 3375 = 3 * 3 * 3 * 5 * 5 * 5 = (3^3) * (5^3). Taking one factor from each triplet gives 3 * 5 = 15.,"[""Group factors into triplets of three identical numbers."", ""3375 = (3 * 3 * 3) * (5 * 5 * 5)."", ""Multiply 3 by 5 to get 15.""]","[""Step 1: 3375 / 3 = 1125 / 3 = 375 / 3 = 125."", ""Step 2: 125 = 5 * 5 * 5. Factors: (3 * 3 * 3) and (5 * 5 * 5)."", ""Step 3: Cube root = 3 * 5 = 15.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad7e,Algebraic Expressions and Identities (Standard Identities) (APPLICATION),Mathematics,8,Class 8,Algebraic Expressions and Identities,3,3,Expand the algebraic expression (2x + 3y)^2 using the standard algebraic identity.,multiple_choice,"[""4x^2 + 12xy + 9y^2"", ""4x^2 + 6xy + 9y^2"", ""4x^2 + 9y^2"", ""2x^2 + 6xy + 3y^2""]",4x^2 + 12xy + 9y^2,Using identity (a + b)^2 = a^2 + 2ab + b^2 where a = 2x and b = 3y: (2x)^2 + 2(2x)(3y) + (3y)^2 = 4x^2 + 12xy + 9y^2.,"[""Recall (a + b)^2 = a^2 + 2ab + b^2."", ""Here a = 2x and b = 3y."", ""Middle term is 2 * (2x) * (3y) = 12xy.""]","[""Step 1: Square of first term: (2x)^2 = 4x^2."", ""Step 2: Twice product of terms: 2 * (2x) * (3y) = 12xy."", ""Step 3: Square of second term: (3y)^2 = 9y^2. Total: 4x^2 + 12xy + 9y^2.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
6aad5689c039c717b080ad80,Mensuration (Surface Area & Volume of Solids) (APPLICATION),Mathematics,8,Class 8,Mensuration (Surface Area & Volume),3,3,"A solid right circular cylinder has a base radius of 7 cm and a height of 10 cm. Using pi = 22/7, what is its volume?",multiple_choice,"[""1,540 cm^3"", ""440 cm^3"", ""770 cm^3"", ""2,200 cm^3""]","1,540 cm^3","Volume = pi * r^2 * h = (22/7) * 7 * 7 * 10 = 22 * 7 * 10 = 154 * 10 = 1,540 cm^3.","[""Volume of a cylinder is pi * r^2 * h."", ""Substitute r = 7 and h = 10."", ""(22/7) * 49 * 10 = 22 * 7 * 10 = 1540.""]","[""Step 1: Formula = pi * r^2 * h."", ""Step 2: Substitute: (22/7) * 7 * 7 * 10."", ""Step 3: 22 * 7 * 10 = 1,540 cm^3.""]","[""Seeing"", ""Doing""]","[""general"", ""space"", ""animals""]",Sparkles
